year,round,series,winner_team_id,loser_team_id,winner_team_wins,loser_team_losses,winner_team_year,winner_team_league,winner_team_franchise,winner_team_conference,winner_team_division,winner_team_rank,winner_team_playoff,winner_team_seeded,winner_team_first_round,winner_team_semis,winner_team_finals,winner_team_name,winner_team_off_fg_made,winner_team_off_fg_attempted,winner_team_off_ft_made,winner_team_off_ft_attempted,winner_team_off_3pt_made,winner_team_off_3pt_attempted,winner_team_off_orebounds,winner_team_off_drebounds,winner_team_off_rebounds,winner_team_off_assists,winner_team_off_pf,winner_team_off_steals,winner_team_off_turnovers,winner_team_off_blocks,winner_team_off_points,winner_team_def_fg_made,winner_team_def_fg_attempted,winner_team_def_ft_made,winner_team_def_ft_attempted,winner_team_def_3pt_made,winner_team_def_3pt_attempted,winner_team_def_orebounds,winner_team_def_drebounds,winner_team_def_rebounds,winner_team_def_assists,winner_team_def_pf,winner_team_def_steals,winner_team_def_turnovers,winner_team_def_blocks,winner_team_def_points,winner_team_orb,winner_team_drb,winner_team_trb,winner_team_opp_orb,winner_team_opp_drb,winner_team_opp_trb,winner_team_losses,winner_team_games_played,winner_team_home_wins,winner_team_home_losses,winner_team_away_wins,winner_team_away_losses,winner_team_conf_wins,winner_team_conf_losses,winner_team_minutes,winner_team_attendance,winner_team_arena,loser_team_year,loser_team_league,loser_team_franchise,loser_team_conference,loser_team_division,loser_team_rank,loser_team_playoff,loser_team_seeded,loser_team_first_round,loser_team_semis,loser_team_finals,loser_team_name,loser_team_off_fg_made,loser_team_off_fg_attempted,loser_team_off_ft_made,loser_team_off_ft_attempted,loser_team_off_3pt_made,loser_team_off_3pt_attempted,loser_team_off_orebounds,loser_team_off_drebounds,loser_team_off_rebounds,loser_team_off_assists,loser_team_off_pf,loser_team_off_steals,loser_team_off_turnovers,loser_team_off_blocks,loser_team_off_points,loser_team_def_fg_made,loser_team_def_fg_attempted,loser_team_def_ft_made,loser_team_def_ft_attempted,loser_team_def_3pt_made,loser_team_def_3pt_attempted,loser_team_def_orebounds,loser_team_def_drebounds,loser_team_def_rebounds,loser_team_def_assists,loser_team_def_pf,loser_team_def_steals,loser_team_def_turnovers,loser_team_def_blocks,loser_team_def_points,loser_team_orb,loser_team_drb,loser_team_trb,loser_team_opp_orb,loser_team_opp_drb,loser_team_opp_trb,loser_team_wins,loser_team_games_played,loser_team_home_wins,loser_team_home_losses,loser_team_away_wins,loser_team_away_losses,loser_team_conf_wins,loser_team_conf_losses,loser_team_minutes,loser_team_attendance,loser_team_arena,winner_post_W,winner_post_L,loser_post_W,loser_post_L,winner_coach_id,winner_coach_wins,winner_coach_losses,winner_coach_stint,winner_coach_post_wins,winner_coach_post_losses,loser_coach_id,loser_coach_wins,loser_coach_losses,loser_coach_stint,loser_coach_post_wins,loser_coach_post_losses,playerID,stint,tmID,lgID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,bioID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,deathDate,award
6,FR,D,SAC,UTA,20,13,2,WNBA,SAC,WE,,2,Y,0,W,L,,Sacramento Monarchs,837,1974,457,618,163,423,374,723,1097,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,1005,496,616,261,481,143,2139,0,0,0,0,0,0,12,32,12,4,8,8,13,8,6525,133603,ARCO Arena (II),2,WNBA,SAS,WE,,3,Y,0,L,,,Utah Starzz,811,1849,507,675,78,244,295,775,1070,524,622,202,493,156,2207,789,1976,489,660,125,429,344,630,974,478,645,275,390,148,2192,0,0,0,0,0,0,19,32,9,7,10,6,11,10,6475,110507,EnergySolutions Arena,3,2,0,2,allenso99w,6,6,1,0,0,willifr99w,5,8,1,0,0,griffyo01w,0,SAC,WNBA,32,31,1077,518,162,195,357,54,63,37,75,114,368,192,186,134,0,0,1,5,5,181,106,18,26,44,7,8,6,11,18,67,32,55,42,0,0,0,griffyo01w,C-F,0,0,75.0,188,Florida Atlantic,,1970-03-01,0000-00-00,WNBA Finals Most Valuable Player
7,FR,D,SAC,UTA,20,13,2,WNBA,SAC,WE,,2,Y,0,W,L,,Sacramento Monarchs,837,1974,457,618,163,423,374,723,1097,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,1005,496,616,261,481,143,2139,0,0,0,0,0,0,12,32,12,4,8,8,13,8,6525,133603,ARCO Arena (II),2,WNBA,SAS,WE,,3,Y,0,L,,,Utah Starzz,811,1849,507,675,78,244,295,775,1070,524,622,202,493,156,2207,789,1976,489,660,125,429,344,630,974,478,645,275,390,148,2192,0,0,0,0,0,0,19,32,9,7,10,6,11,10,6475,110507,EnergySolutions Arena,3,2,0,2,mchugma99w,14,6,2,3,2,harveca99w,14,5,2,0,2,griffyo01w,0,SAC,WNBA,32,31,1077,518,162,195,357,54,63,37,75,114,368,192,186,134,0,0,1,5,5,181,106,18,26,44,7,8,6,11,18,67,32,55,42,0,0,0,griffyo01w,C-F,0,0,75.0,188,Florida Atlantic,,1970-03-01,0000-00-00,WNBA All-Decade Team
6,FR,D,SAC,UTA,20,13,2,WNBA,SAC,WE,,2,Y,0,W,L,,Sacramento Monarchs,837,1974,457,618,163,423,374,723,1097,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,1005,496,616,261,481,143,2139,0,0,0,0,0,0,12,32,12,4,8,8,13,8,6525,133603,ARCO Arena (II),2,WNBA,SAS,WE,,3,Y,0,L,,,Utah Starzz,811,1849,507,675,78,244,295,775,1070,524,622,202,493,156,2207,789,1976,489,660,125,429,344,630,974,478,645,275,390,148,2192,0,0,0,0,0,0,19,32,9,7,10,6,11,10,6475,110507,EnergySolutions Arena,3,2,0,2,mchugma99w,14,6,2,3,2,harveca99w,14,5,2,0,2,griffyo01w,0,SAC,WNBA,32,31,1077,518,162,195,357,54,63,37,75,114,368,192,186,134,0,0,1,5,5,181,106,18,26,44,7,8,6,11,18,67,32,55,42,0,0,0,griffyo01w,C-F,0,0,75.0,188,Florida Atlantic,,1970-03-01,0000-00-00,WNBA Finals Most Valuable Player
7,FR,D,SAC,UTA,20,13,2,WNBA,SAC,WE,,2,Y,0,W,L,,Sacramento Monarchs,837,1974,457,618,163,423,374,723,1097,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,1005,496,616,261,481,143,2139,0,0,0,0,0,0,12,32,12,4,8,8,13,8,6525,133603,ARCO Arena (II),2,WNBA,SAS,WE,,3,Y,0,L,,,Utah Starzz,811,1849,507,675,78,244,295,775,1070,524,622,202,493,156,2207,789,1976,489,660,125,429,344,630,974,478,645,275,390,148,2192,0,0,0,0,0,0,19,32,9,7,10,6,11,10,6475,110507,EnergySolutions Arena,3,2,0,2,mchugma99w,14,6,2,3,2,willifr99w,5,8,1,0,0,griffyo01w,0,SAC,WNBA,32,31,1077,518,162,195,357,54,63,37,75,114,368,192,186,134,0,0,1,5,5,181,106,18,26,44,7,8,6,11,18,67,32,55,42,0,0,0,griffyo01w,C-F,0,0,75.0,188,Florida Atlantic,,1970-03-01,0000-00-00,WNBA All-Decade Team
6,FR,D,SAC,UTA,20,13,2,WNBA,SAC,WE,,2,Y,0,W,L,,Sacramento Monarchs,837,1974,457,618,163,423,374,723,1097,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,1005,496,616,261,481,143,2139,0,0,0,0,0,0,12,32,12,4,8,8,13,8,6525,133603,ARCO Arena (II),2,WNBA,SAS,WE,,3,Y,0,L,,,Utah Starzz,811,1849,507,675,78,244,295,775,1070,524,622,202,493,156,2207,789,1976,489,660,125,429,344,630,974,478,645,275,390,148,2192,0,0,0,0,0,0,19,32,9,7,10,6,11,10,6475,110507,EnergySolutions Arena,3,2,0,2,mchugma99w,14,6,2,3,2,willifr99w,5,8,1,0,0,griffyo01w,0,SAC,WNBA,32,31,1077,518,162,195,357,54,63,37,75,114,368,192,186,134,0,0,1,5,5,181,106,18,26,44,7,8,6,11,18,67,32,55,42,0,0,0,griffyo01w,C-F,0,0,75.0,188,Florida Atlantic,,1970-03-01,0000-00-00,WNBA Finals Most Valuable Player
7,FR,D,SAC,UTA,20,13,2,WNBA,SAC,WE,,2,Y,0,W,L,,Sacramento Monarchs,837,1974,457,618,163,423,374,723,1097,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,1005,496,616,261,481,143,2139,0,0,0,0,0,0,12,32,12,4,8,8,13,8,6525,133603,ARCO Arena (II),2,WNBA,SAS,WE,,3,Y,0,L,,,Utah Starzz,811,1849,507,675,78,244,295,775,1070,524,622,202,493,156,2207,789,1976,489,660,125,429,344,630,974,478,645,275,390,148,2192,0,0,0,0,0,0,19,32,9,7,10,6,11,10,6475,110507,EnergySolutions Arena,3,2,0,2,allenso99w,6,6,1,0,0,harveca99w,14,5,2,0,2,penicti01w,0,SAC,WNBA,23,22,744,144,6,80,86,172,40,8,64,58,124,42,64,49,42,11,1,5,5,163,31,3,16,19,33,3,4,9,9,40,10,4,4,19,7,0,penicti01w,G,0,0,71.0,145,Old Dominion,,1974-09-18,0000-00-00,WNBA All Decade Team Honorable Mention
7,FR,D,SAC,UTA,20,13,2,WNBA,SAC,WE,,2,Y,0,W,L,,Sacramento Monarchs,837,1974,457,618,163,423,374,723,1097,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,1005,496,616,261,481,143,2139,0,0,0,0,0,0,12,32,12,4,8,8,13,8,6525,133603,ARCO Arena (II),2,WNBA,SAS,WE,,3,Y,0,L,,,Utah Starzz,811,1849,507,675,78,244,295,775,1070,524,622,202,493,156,2207,789,1976,489,660,125,429,344,630,974,478,645,275,390,148,2192,0,0,0,0,0,0,19,32,9,7,10,6,11,10,6475,110507,EnergySolutions Arena,3,2,0,2,allenso99w,6,6,1,0,0,willifr99w,5,8,1,0,0,penicti01w,0,SAC,WNBA,23,22,744,144,6,80,86,172,40,8,64,58,124,42,64,49,42,11,1,5,5,163,31,3,16,19,33,3,4,9,9,40,10,4,4,19,7,0,penicti01w,G,0,0,71.0,145,Old Dominion,,1974-09-18,0000-00-00,WNBA All Decade Team Honorable Mention
7,FR,D,SAC,UTA,20,13,2,WNBA,SAC,WE,,2,Y,0,W,L,,Sacramento Monarchs,837,1974,457,618,163,423,374,723,1097,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,1005,496,616,261,481,143,2139,0,0,0,0,0,0,12,32,12,4,8,8,13,8,6525,133603,ARCO Arena (II),2,WNBA,SAS,WE,,3,Y,0,L,,,Utah Starzz,811,1849,507,675,78,244,295,775,1070,524,622,202,493,156,2207,789,1976,489,660,125,429,344,630,974,478,645,275,390,148,2192,0,0,0,0,0,0,19,32,9,7,10,6,11,10,6475,110507,EnergySolutions Arena,3,2,0,2,mchugma99w,14,6,2,3,2,harveca99w,14,5,2,0,2,penicti01w,0,SAC,WNBA,23,22,744,144,6,80,86,172,40,8,64,58,124,42,64,49,42,11,1,5,5,163,31,3,16,19,33,3,4,9,9,40,10,4,4,19,7,0,penicti01w,G,0,0,71.0,145,Old Dominion,,1974-09-18,0000-00-00,WNBA All Decade Team Honorable Mention
7,FR,D,SAC,UTA,20,13,2,WNBA,SAC,WE,,2,Y,0,W,L,,Sacramento Monarchs,837,1974,457,618,163,423,374,723,1097,558,588,276,494,158,2294,804,2003,415,578,116,400,343,662,1005,496,616,261,481,143,2139,0,0,0,0,0,0,12,32,12,4,8,8,13,8,6525,133603,ARCO Arena (II),2,WNBA,SAS,WE,,3,Y,0,L,,,Utah Starzz,811,1849,507,675,78,244,295,775,1070,524,622,202,493,156,2207,789,1976,489,660,125,429,344,630,974,478,645,275,390,148,2192,0,0,0,0,0,0,19,32,9,7,10,6,11,10,6475,110507,EnergySolutions Arena,3,2,0,2,mchugma99w,14,6,2,3,2,willifr99w,5,8,1,0,0,penicti01w,0,SAC,WNBA,23,22,744,144,6,80,86,172,40,8,64,58,124,42,64,49,42,11,1,5,5,163,31,3,16,19,33,3,4,9,9,40,10,4,4,19,7,0,penicti01w,G,0,0,71.0,145,Old Dominion,,1974-09-18,0000-00-00,WNBA All Decade Team Honorable Mention
2,F,G,LAS,NYL,25,14,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,NYL,EA,,1,Y,0,W,W,L,New York Liberty,772,1740,400,567,145,400,260,610,870,496,638,261,458,100,2089,691,1733,484,645,149,434,312,649,961,410,597,228,478,88,2015,0,0,0,0,0,0,18,32,10,6,8,8,11,10,6450,234717,Madison Square Garden (IV),6,0,4,4,coopemi01w,25,7,0,6,0,adubari99w,18,14,0,4,4,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,All-Star Game Most Valuable Player
3,F,G,LAS,NYL,25,14,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,NYL,EA,,1,Y,0,W,W,L,New York Liberty,772,1740,400,567,145,400,260,610,870,496,638,261,458,100,2089,691,1733,484,645,149,434,312,649,961,410,597,228,478,88,2015,0,0,0,0,0,0,18,32,10,6,8,8,11,10,6450,234717,Madison Square Garden (IV),6,0,4,4,coopemi01w,25,7,0,6,0,adubari99w,18,14,0,4,4,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,All-Star Game Most Valuable Player
5,F,G,LAS,NYL,25,14,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,NYL,EA,,1,Y,0,W,W,L,New York Liberty,772,1740,400,567,145,400,260,610,870,496,638,261,458,100,2089,691,1733,484,645,149,434,312,649,961,410,597,228,478,88,2015,0,0,0,0,0,0,18,32,10,6,8,8,11,10,6450,234717,Madison Square Garden (IV),6,0,4,4,coopemi01w,25,7,0,6,0,adubari99w,18,14,0,4,4,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,Defensive Player of the Year
9,F,G,LAS,NYL,25,14,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,NYL,EA,,1,Y,0,W,W,L,New York Liberty,772,1740,400,567,145,400,260,610,870,496,638,261,458,100,2089,691,1733,484,645,149,434,312,649,961,410,597,228,478,88,2015,0,0,0,0,0,0,18,32,10,6,8,8,11,10,6450,234717,Madison Square Garden (IV),6,0,4,4,coopemi01w,25,7,0,6,0,adubari99w,18,14,0,4,4,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,Defensive Player of the Year
2,F,G,LAS,NYL,25,14,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,NYL,EA,,1,Y,0,W,W,L,New York Liberty,772,1740,400,567,145,400,260,610,870,496,638,261,458,100,2089,691,1733,484,645,149,434,312,649,961,410,597,228,478,88,2015,0,0,0,0,0,0,18,32,10,6,8,8,11,10,6450,234717,Madison Square Garden (IV),6,0,4,4,coopemi01w,25,7,0,6,0,adubari99w,18,14,0,4,4,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,Most Valuable Player
5,F,G,LAS,NYL,25,14,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,NYL,EA,,1,Y,0,W,W,L,New York Liberty,772,1740,400,567,145,400,260,610,870,496,638,261,458,100,2089,691,1733,484,645,149,434,312,649,961,410,597,228,478,88,2015,0,0,0,0,0,0,18,32,10,6,8,8,11,10,6450,234717,Madison Square Garden (IV),6,0,4,4,coopemi01w,25,7,0,6,0,adubari99w,18,14,0,4,4,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,Most Valuable Player
7,F,G,LAS,NYL,25,14,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,NYL,EA,,1,Y,0,W,W,L,New York Liberty,772,1740,400,567,145,400,260,610,870,496,638,261,458,100,2089,691,1733,484,645,149,434,312,649,961,410,597,228,478,88,2015,0,0,0,0,0,0,18,32,10,6,8,8,11,10,6450,234717,Madison Square Garden (IV),6,0,4,4,coopemi01w,25,7,0,6,0,adubari99w,18,14,0,4,4,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,Most Valuable Player
7,F,G,LAS,NYL,25,14,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,NYL,EA,,1,Y,0,W,W,L,New York Liberty,772,1740,400,567,145,400,260,610,870,496,638,261,458,100,2089,691,1733,484,645,149,434,312,649,961,410,597,228,478,88,2015,0,0,0,0,0,0,18,32,10,6,8,8,11,10,6450,234717,Madison Square Garden (IV),6,0,4,4,coopemi01w,25,7,0,6,0,adubari99w,18,14,0,4,4,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,WNBA All-Decade Team
2,F,G,LAS,NYL,25,14,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,NYL,EA,,1,Y,0,W,W,L,New York Liberty,772,1740,400,567,145,400,260,610,870,496,638,261,458,100,2089,691,1733,484,645,149,434,312,649,961,410,597,228,478,88,2015,0,0,0,0,0,0,18,32,10,6,8,8,11,10,6450,234717,Madison Square Garden (IV),6,0,4,4,coopemi01w,25,7,0,6,0,adubari99w,18,14,0,4,4,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,WNBA Finals Most Valuable Player
3,F,G,LAS,NYL,25,14,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,NYL,EA,,1,Y,0,W,W,L,New York Liberty,772,1740,400,567,145,400,260,610,870,496,638,261,458,100,2089,691,1733,484,645,149,434,312,649,961,410,597,228,478,88,2015,0,0,0,0,0,0,18,32,10,6,8,8,11,10,6450,234717,Madison Square Garden (IV),6,0,4,4,coopemi01w,25,7,0,6,0,adubari99w,18,14,0,4,4,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,WNBA Finals Most Valuable Player
4,F,G,LAS,NYL,25,14,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,NYL,EA,,1,Y,0,W,W,L,New York Liberty,772,1740,400,567,145,400,260,610,870,496,638,261,458,100,2089,691,1733,484,645,149,434,312,649,961,410,597,228,478,88,2015,0,0,0,0,0,0,18,32,10,6,8,8,11,10,6450,234717,Madison Square Garden (IV),6,0,4,4,coopemi01w,25,7,0,6,0,adubari99w,18,14,0,4,4,teaslni01w,0,LAS,WNBA,32,32,882,204,17,67,84,140,25,9,68,63,166,67,40,30,100,40,1,6,6,184,49,3,10,13,47,9,1,22,22,42,14,19,16,22,5,1,teaslni01w,G,0,0,72.0,169,North Carolina,,1979-03-22,0000-00-00,All-Star Game Most Valuable Player
2,FR,C,LAS,SEA,25,15,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,SEA,WE,,4,Y,0,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,995,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,969,488,563,254,531,125,2103,0,0,0,0,0,0,17,32,10,6,7,9,10,11,6450,111774,KeyArena at Seattle Center,6,0,0,2,coopemi01w,25,7,0,6,0,dunnli99wc,17,15,0,0,2,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,All-Star Game Most Valuable Player
3,FR,C,LAS,SEA,25,15,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,SEA,WE,,4,Y,0,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,995,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,969,488,563,254,531,125,2103,0,0,0,0,0,0,17,32,10,6,7,9,10,11,6450,111774,KeyArena at Seattle Center,6,0,0,2,coopemi01w,25,7,0,6,0,dunnli99wc,17,15,0,0,2,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,All-Star Game Most Valuable Player
5,FR,C,LAS,SEA,25,15,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,SEA,WE,,4,Y,0,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,995,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,969,488,563,254,531,125,2103,0,0,0,0,0,0,17,32,10,6,7,9,10,11,6450,111774,KeyArena at Seattle Center,6,0,0,2,coopemi01w,25,7,0,6,0,dunnli99wc,17,15,0,0,2,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,Defensive Player of the Year
9,FR,C,LAS,SEA,25,15,3,WNBA,LAS,WE,,1,Y,0,W,W,W,Los Angeles Sparks,891,2002,476,645,194,515,329,814,1143,583,664,257,517,161,2452,796,2040,480,649,163,521,314,645,959,508,623,275,453,111,2235,0,0,0,0,0,0,7,32,12,4,13,3,17,4,6475,186410,Staples Center,3,WNBA,SEA,WE,,4,Y,0,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,995,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,969,488,563,254,531,125,2103,0,0,0,0,0,0,17,32,10,6,7,9,10,11,6450,111774,KeyArena at Seattle Center,6,0,0,2,coopemi01w,25,7,0,6,0,dunnli99wc,17,15,0,0,2,leslili01w,0,LAS,WNBA,31,31,1060,523,78,244,322,83,46,90,108,123,406,189,183,133,37,12,7,6,6,232,116,10,37,47,11,11,17,8,22,86,46,26,19,8,5,0,leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,Defensive Player of the Year
